uid,Description,Collection Description,Panel,Product,Software,Organism,Cells or Nuclei,Preservation Method,Staining Method,Biomaterial Type,Donor Count,Development Stage,Instrument(s),Publication Date,Replicate,Assay,License,Tissue,Chemistry Version,Modality,Disease,Disease Details,Analysis Steps,Dataset Url,Probe Set,Sequencing Configuration,Sample ID at Source,Slide Area,Chemistry Details,Number of Genes Targeted,Transcriptome,Pipeline Version,Number of Spots,Mean Reads per Spot,Median Genes per Spot,Genes Detected,Microscope,Objective,Numerical Aperture,Camera,Exposure,Gain,Panel Type,Number of Target Genes,Number of Add-on Genes,Number of Cells,Median Transcripts per Cell,Region Area,Total Cell Area,lamin_link,local_uid,created_at,description
10224,Mouse Brain Serial,"Mouse Brain Serial, 4 Sections",,Spatial Gene Expression,Space Ranger v1.0.0,Mouse,unknown,Fresh Frozen,H&E,Specimen from Organism,1,unknown,,2019-12-02,Sagittal-Anterior Section 1,Visium,Creative Commons Attribution 4.0 International,brain,Visium v1,RNA,unknown,,spaceranger count,https://10xgenomics.com/datasets/mouse-brain-serial-section-1-sagittal-anterior-1-standard-1-0-0,,28 x 120 bp,V19L29-035,B1,Spatial 3' v1,,mm10-2020-A,spaceranger-1.1.0,"2,695","124,414","6,228","21,334",Nikon Ti2-E microscope,10X objective,0.45,Color camera,10 ms,4.5X,,,,,,,,L4zu6cvqmHX70yrs0000,10224,2025-05-13 12:02:21.123793+00:00,Mouse Brain Serial (Sagittal-Anterior Section 1)
10u63,Xenium Human Brain Cancer,Xenium Human Brain Cancer,Xenium Human Immuno-Oncology + Add-on,In Situ Gene Expression,Xenium Onboard Analysis v2.0.0,Human,Cells,FFPE,,Specimen from Organism,1,adult stage,Xenium Analyzer,2024-04-15,,Xenium,Creative Commons Attribution 4.0 International,brain,Xenium v1,RNA,glioblastoma multiforme,,,https://10xgenomics.com/datasets/ffpe-human-brain-cancer-data-with-human-immuno-oncology-profiling-panel-and-custom-add-on-1-standard,,,,,,,,,,,,,,,,,,,Custom Add-on,480.0,100.0,816769.0,157.0,104982461.9,67850192.2,,,,
106xa,Xenium Mouse Bone Data,Xenium Mouse Bone - Decalcification Comparison,Xenium Mouse Bone + Add-on,In Situ Gene Expression,Xenium Onboard Analysis v1.9.0,Mouse,Cells,FFPE,,Specimen from Organism,3,adult stage,Xenium Analyzer,2024-04-03,10% Formic acid decalcification,Xenium,Creative Commons Attribution 4.0 International,bone,Xenium v1,RNA,unknown,,,https://10xgenomics.com/datasets/mouse-bone-data-with-custom-add-on-panel-1-standard,,,0011218 xc127_mBone_PD594,,,,,,,,,,,,,,,,Custom Add-on,479.0,100.0,253560.0,70.0,51981815.5,21200292.4,wR1LpVQe0chrwCe90000,106xa,2025-05-12 21:29:01.231917+00:00,Xenium Mouse Bone Data (10% Formic acid decalcification)
10n1k,Xenium Mouse Bone Data,Xenium Mouse Bone - Decalcification Comparison,Xenium Mouse Bone + Add-on,In Situ Gene Expression,Xenium Onboard Analysis v1.9.0,Mouse,Cells,FFPE,,Specimen from Organism,3,adult stage,Xenium Analyzer,2024-04-03,0.5M EDTA decalcification,Xenium,Creative Commons Attribution 4.0 International,bone,Xenium v1,RNA,unknown,,,https://10xgenomics.com/datasets/mouse-bone-data-with-custom-add-on-panel-1-standard,,,0011218 xc127_mBone_PD594,,,,,,,,,,,,,,,,Custom Add-on,479.0,100.0,348141.0,65.0,75035165.8,35096560.8,0W4MBvLWKZXauWhZ0000,10n1k,2025-05-12 21:31:38.513217+00:00,Xenium Mouse Bone Data (0.5M EDTA decalcification)
10ndm,Xenium Mouse Bone Data,Xenium Mouse Bone - Decalcification Comparison,Xenium Mouse Bone + Add-on,In Situ Gene Expression,Xenium Onboard Analysis v1.9.0,Mouse,Cells,FFPE,,Specimen from Organism,3,adult stage,Xenium Analyzer,2024-04-03,15% EDTA/0.4% PFA decalcification,Xenium,Creative Commons Attribution 4.0 International,bone,Xenium v1,RNA,unknown,,,https://10xgenomics.com/datasets/mouse-bone-data-with-custom-add-on-panel-1-standard,,,0011218 xc127_mBone_PD594,,,,,,,,,,,,,,,,Custom Add-on,479.0,100.0,247876.0,69.0,55003268.3,24649648.6,QYgHYB959TrgV4gk0000,10ndm,2025-05-12 21:33:53.843662+00:00,Xenium Mouse Bone Data (15% EDTA/0.4% PFA decalcification)
10nsr,Xenium Human,Xenium Human Bone and Bone Marrow Data with Custom Add-on Panel,Xenium Human Bone + Add-on,In Situ Gene Expression,Xenium Onboard Analysis v1.9.0,Human,Cells,FFPE,,Specimen from Organism,3,adult stage,Xenium Analyzer,2024-04-03,Acute Lymphoid Leukemia Bone Marrow,Xenium,Creative Commons Attribution 4.0 International,bone marrow,Xenium v1,RNA,acute lymphoid leukemia,,,https://10xgenomics.com/datasets/human-bone-and-bone-marrow-data-with-custom-add-on-panel-1-standard,,,0023651 xc127_hBone_PD549,,,,,,,,,,,,,,,,Custom Add-on,477.0,100.0,225906.0,27.0,26288545.2,13215979.4,oPYUdIk59AnHiaqx0000,10nsr,2025-05-12 21:35:15.523001+00:00,Xenium Human (Acute Lymphoid Leukemia Bone Marrow)
10040,Xenium Human,Xenium Human Bone and Bone Marrow Data with Custom Add-on Panel,Xenium Human Bone + Add-on,In Situ Gene Expression,Xenium Onboard Analysis v1.9.0,Human,Cells,FFPE,,Specimen from Organism,3,adult stage,Xenium Analyzer,2024-04-03,Non-diseased Bone Marrow,Xenium,Creative Commons Attribution 4.0 International,bone marrow,Xenium v1,RNA,acute lymphoid leukemia,,,https://10xgenomics.com/datasets/human-bone-and-bone-marrow-data-with-custom-add-on-panel-1-standard,,,0023651 xc127_hBone_PD549,,,,,,,,,,,,,,,,Custom Add-on,477.0,100.0,84518.0,7.0,23683543.7,10453594.0,Z3H5fWzBUOkBWi3p0000,10040,2025-05-12 21:36:08.293599+00:00,Xenium Human (Non-diseased Bone Marrow)
10pui,Xenium Human,Xenium Human Bone and Bone Marrow Data with Custom Add-on Panel,Xenium Human Bone + Add-on,In Situ Gene Expression,Xenium Onboard Analysis v1.9.0,Human,Cells,FFPE,,Specimen from Organism,3,adult stage,Xenium Analyzer,2024-04-03,Non-diseased Femur Bone,Xenium,Creative Commons Attribution 4.0 International,bone marrow,Xenium v1,RNA,acute lymphoid leukemia,,,https://10xgenomics.com/datasets/human-bone-and-bone-marrow-data-with-custom-add-on-panel-1-standard,,,0023651 xc127_hBone_PD549,,,,,,,,,,,,,,,,Custom Add-on,477.0,100.0,33801.0,13.0,73260729.2,14564342.0,TiO5kXpiBniJVXbV0000,10pui,2025-05-12 21:37:20.837207+00:00,Xenium Human (Non-diseased Femur Bone)
10sja,Fresh Frozen Mouse Colon with Xenium Multimodal Cell Segmentation,Fresh Frozen Mouse Colon with Xenium Multimodal Cell Segmentation,Xenium Mouse Tissue Atlassing,In Situ Gene Expression,Xenium Onboard Analysis v2.0.0,Mouse,Cells,Fresh Frozen,,Specimen from Organism,1,adult stage,Xenium Analyzer,2024-03-19,,Xenium,Creative Commons Attribution 4.0 International,colon,Xenium v1,RNA,unknown,,,https://10xgenomics.com/datasets/fresh-frozen-mouse-colon-with-xenium-multimodal-cell-segmentation-1-standard,,,0023732 Slide_1,,,,,,,,,,,,,,,,Predesigned,379.0,0.0,219797.0,195.0,37101037.1,14233339.2,,,,
10i70,FFPE Human Pancreas,Xenium Multimodal Cell Segmentation,Xenium Human Multi-Tissue and Cancer,In Situ Gene Expression,Xenium Onboard Analysis v2.0.0,Human,Cells,FFPE,,Specimen from Organism,1,adult stage,Xenium Analyzer,2024-03-19,,Xenium,Creative Commons Attribution 4.0 International,pancreas,Xenium v1,RNA,unknown,,,https://10xgenomics.com/datasets/ffpe-human-pancreas-with-xenium-multimodal-cell-segmentation-1-standard,,,0023939 Slide_1,,,,,,,,,,,,,,,,Predesigned,377.0,0.0,140702.0,31.0,20121068.4,8747058.1,,,,
10uxy,FFPE Human Lung Cancer,Xenium Multimodal Cell Segmentation,Xenium Human Multi-Tissue and Cancer,In Situ Gene Expression,Xenium Onboard Analysis v2.0.0,Human,Cells,FFPE,,Specimen from Organism,1,adult stage,Xenium Analyzer,2024-02-05,,Xenium,Creative Commons Attribution 4.0 International,lung,Xenium v1,RNA,lung cancer,,,https://10xgenomics.com/datasets/preview-data-ffpe-human-lung-cancer-with-xenium-multimodal-cell-segmentation-1-standard,,,0017509,,,,,,,,,,,,,,,,Predesigned,377.0,0.0,162254.0,46.0,30260670.3,11773649.1,,,,
10arp,Xenium Human Tonsil,Xenium Human Follicular Hyperplasia,Xenium Human Multi-Tissue and Cancer,In Situ Gene Expression,Xenium Onboard Analysis v1.9.0,Human,Cells,FFPE,,Specimen from Organism,2,adult stage,Xenium Analyzer,2024-03-05,Reactive follicular hyperplasia,Xenium,Creative Commons Attribution 4.0 International,tonsil,Xenium v1,RNA,follicular hyperplasia,,,https://10xgenomics.com/datasets/human-tonsil-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,,,0020205 xc123_hTonsil,,,,,,,,,,,,,,,,Predesigned,377.0,0.0,1349620.0,50.0,80680119.3,60701485.0,gdlpqkSFDi5iFYOK0000,10arp,2025-05-12 21:41:21.734593+00:00,Xenium Human Tonsil (Reactive follicular hyperplasia)
1020d,Xenium Human Tonsil,Xenium Human Follicular Hyperplasia,Xenium Human Multi-Tissue and Cancer,In Situ Gene Expression,Xenium Onboard Analysis v1.9.0,Human,Cells,FFPE,,Specimen from Organism,2,adult stage,Xenium Analyzer,2024-03-05,Follicular lymphoid hyperplasia,Xenium,Creative Commons Attribution 4.0 International,tonsil,Xenium v1,RNA,follicular hyperplasia,,,https://10xgenomics.com/datasets/human-tonsil-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,,,0020205 xc123_hTonsil,,,,,,,,,,,,,,,,Predesigned,377.0,0.0,864388.0,60.0,83386258.0,53160220.7,hHFxUj3LQZiG8bC30000,1020d,2025-05-12 21:45:14.096161+00:00,Xenium Human Tonsil (Follicular lymphoid hyperplasia)
10k3x,Xenium Human Skin,Xenium Human Skin 2 Replicates,Xenium Human Multi-Tissue and Cancer,In Situ Gene Expression,Xenium Onboard Analysis v1.9.0,Human,Cells,FFPE,,Specimen from Organism,2,adult stage,Xenium Analyzer,2024-03-05,Sample 1,Xenium,Creative Commons Attribution 4.0 International,skin,Xenium v1,RNA,healthy,,,https://10xgenomics.com/datasets/human-skin-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,,,0019724 xc119_s2,,,,,,,,,,,,,,,,Predesigned,377.0,0.0,68476.0,25.0,72922736.2,21468246.0,HSAUfmqneqWcvEGv0000,10k3x,2025-05-12 21:47:31.995247+00:00,Xenium Human Skin (Sample 1)
10ae2,Xenium Human Skin,Xenium Human Skin 2 Replicates,Xenium Human Multi-Tissue and Cancer,In Situ Gene Expression,Xenium Onboard Analysis v1.9.0,Human,Cells,FFPE,,Specimen from Organism,2,adult stage,Xenium Analyzer,2024-03-05,Sample 2,Xenium,Creative Commons Attribution 4.0 International,skin,Xenium v1,RNA,healthy,,,https://10xgenomics.com/datasets/human-skin-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,,,0019724 xc119_s2,,,,,,,,,,,,,,,,Predesigned,377.0,0.0,90106.0,17.0,43243357.3,20582924.7,Km8Bm11a9zEpGm980000,10ae2,2025-05-12 21:48:55.816991+00:00,Xenium Human Skin (Sample 2)
1074f,Human Liver Data,Human Liver Cancer and Non-Diseased,Xenium Human Multi-Tissue and Cancer,In Situ Gene Expression,Xenium Onboard Analysis v1.9.0,Human,Cells,FFPE,,Specimen from Organism,2,adult stage,Xenium Analyzer,2024-03-05,Non-diseased,Xenium,Creative Commons Attribution 4.0 International,liver,Xenium v1,RNA,healthy,,,https://10xgenomics.com/datasets/human-liver-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,,,0019736 xc119_s1,,,,,,,,,,,,,,,,Predesigned,377.0,0.0,239271.0,80.0,70642593.0,55858913.6,yudYDdpcEZq7znND0000,1074f,2025-05-12 21:50:51.569975+00:00,Human Liver Data (Non-diseased)
108dr,Human Liver Data,Human Liver Cancer and Non-Diseased,Xenium Human Multi-Tissue + Add-on,In Situ Gene Expression,Xenium Onboard Analysis v1.9.0,Human,Cells,FFPE,,Specimen from Organism,2,adult stage,Xenium Analyzer,2024-03-05,Liver cancer,Xenium,Creative Commons Attribution 4.0 International,liver,Xenium v1,RNA,liver cancer,,,https://10xgenomics.com/datasets/human-liver-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,,,0008698 XC096_S2,,,,,,,,,,,,,,,,Custom Add-on,474.0,97.0,162628.0,114.0,33656161.8,24980209.2,L4mUB32SlQgj3NTH0000,108dr,2025-05-12 21:52:38.555844+00:00,Human Liver Data (Liver cancer)
10wmu,Xenium Human Heart,Xenium Human Heart,Xenium Human Multi-Tissue and Cancer,In Situ Gene Expression,Xenium Onboard Analysis v1.9.0,Human,Cells,FFPE,,Specimen from Organism,1,adult stage,Xenium Analyzer,2024-03-05,,Xenium,Creative Commons Attribution 4.0 International,heart,Xenium v1,RNA,healthy,,,https://10xgenomics.com/datasets/human-heart-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,,,0006587 Slide_1,,,,,,,,,,,,,,,,Predesigned,377.0,0.0,26366.0,63.0,21021206.9,11938364.7,UC0ArumTfD43sksA0000,10wmu,2025-05-13 10:10:37.000093+00:00,Xenium Human Heart
102cy,Human Skin,Xenium Human Skin w/wo Custom Add-On Panel,Xenium Human Skin,In Situ Gene Expression,Xenium Onboard Analysis v1.6.0,Human,Cells,FFPE,,Specimen from Organism,1,adult stage,Xenium Analyzer,2023-09-18,Xenium Human Skin Gene Expression Panel,Xenium,Creative Commons Attribution 4.0 International,skin,Xenium v1,RNA,melanoma,,,https://10xgenomics.com/datasets/human-skin-preview-data-xenium-human-skin-gene-expression-panel-1-standard,,,,,,,,,,,,,,,,,,,Predesigned,282.0,0.0,106980.0,163.0,23221128.9,14802245.5,Kruosp4t4h07o4PI0000,102cy,2025-05-12 21:54:02.024300+00:00,Human Skin (Xenium Human Skin Gene Expression Panel)
10zwi,Human Skin,Xenium Human Skin w/wo Custom Add-On Panel,Xenium Human Melanoma + Add-on,In Situ Gene Expression,Xenium Onboard Analysis v1.7.0,Human,Cells,FFPE,,Specimen from Organism,1,adult stage,Xenium Analyzer,2023-12-07,Xenium Human Skin Gene Expression Panel with Custom Add-On,Xenium,Creative Commons Attribution 4.0 International,skin,Xenium v1,RNA,melanoma,,,https://10xgenomics.com/datasets/human-skin-preview-data-xenium-human-skin-gene-expression-panel-add-on-1-standard,,,0012563 hskin_base_addon_12563_sim2,,,,,,,,,,,,,,,,Custom Add-on,382.0,100.0,87499.0,122.0,12753958.7,8728276.7,XhqdYxvARW53Cfwn0000,10zwi,2025-05-12 21:54:56.763580+00:00,Human Skin (Xenium Human Skin Gene Expression Panel with Custom Add-On)
10fyx,Pancreatic Cancer,Pancreatic Cancer,Xenium Human Multi-Tissue + Add-on,In Situ Gene Expression,Xenium Onboard Analysis v1.6.0,Human,Cells,FFPE,,Specimen from Organism,1,adult stage,Xenium Analyzer,2023-11-16,,Xenium,Creative Commons Attribution 4.0 International,pancreas,Xenium v1,RNA,pancreatic cancer,,,https://10xgenomics.com/datasets/pancreatic-cancer-with-xenium-human-multi-tissue-and-cancer-panel-1-standard,,,0009465 hMulti_base_add,,,,,,,,,,,,,,,,Custom Add-on,474.0,97.0,190965.0,114.0,22386228.1,17696884.6,zmvCdXhPUBsHjAgt0000,10fyx,2025-05-13 10:17:32.052536+00:00,Pancreatic Cancer
10tsy,Human Colon Data,Xenium Colon Cancer With Different Panel Designs,Xenium Human Colon,In Situ Gene Expression,Xenium Onboard Analysis v1.6.0,Human,Cells,FFPE,,Specimen from Organism,2,adult stage,Xenium Analyzer,2023-08-29,"Non-Diseased, Pre-Designed Panel",Xenium,Creative Commons Attribution 4.0 International,colon,Xenium v1,RNA,healthy,,,https://10xgenomics.com/datasets/human-colon-preview-data-xenium-human-colon-gene-expression-panel-1-standard,,,,,,,,,,,,,,,,,,,Predesigned,325.0,0.0,270984.0,53.0,49731580.5,33873830.4,N501jLiqKaHUV1rT0000,10tsy,2025-05-12 21:59:16.188790+00:00,"Human Colon Data (Non-Diseased, Pre-Designed Panel)"
101t3,Human Colon Data,Xenium Colon Cancer With Different Panel Designs,Xenium Human Colon + Add-on,In Situ Gene Expression,Xenium Onboard Analysis v1.6.0,Human,Cells,FFPE,,Specimen from Organism,2,adult stage,Xenium Analyzer,2023-08-29,"Non-Diseased, Pre-Designed + Add-On Panel",Xenium,Creative Commons Attribution 4.0 International,colon,Xenium v1,RNA,healthy,,,https://10xgenomics.com/datasets/human-colon-preview-data-xenium-human-colon-gene-expression-panel-1-standard,,,,,,,,,,,,,,,,,,,Custom Add-on,425.0,100.0,275822.0,85.0,51498756.9,35910862.7,rshDUOAtxBjXtIww0000,101t3,2025-05-12 22:01:17.360838+00:00,"Human Colon Data (Non-Diseased, Pre-Designed + Add-On Panel)"
10ah4,Human Colon Data,Xenium Colon Cancer With Different Panel Designs,Xenium Human Colon,In Situ Gene Expression,Xenium Onboard Analysis v1.6.0,Human,Cells,FFPE,,Specimen from Organism,2,adult stage,Xenium Analyzer,2023-08-29,"Cancer, Pre-Designed Panel",Xenium,Creative Commons Attribution 4.0 International,colon,Xenium v1,RNA,adenocarcinoma,,,https://10xgenomics.com/datasets/human-colon-preview-data-xenium-human-colon-gene-expression-panel-1-standard,,,,,,,,,,,,,,,,,,,Predesigned,325.0,0.0,647524.0,65.0,58844125.6,53263340.9,Xe4NQX8Y1zB9q8PF0000,10ah4,2025-05-12 22:03:57.772784+00:00,"Human Colon Data (Cancer, Pre-Designed Panel)"
10zm9,Human Colon Data,Xenium Colon Cancer With Different Panel Designs,Xenium Human Colon + Add-on,In Situ Gene Expression,Xenium Onboard Analysis v1.6.0,Human,Cells,FFPE,,Specimen from Organism,2,adult stage,Xenium Analyzer,2023-08-29,"Cancer, Pre-Designed + Add-On Panel",Xenium,Creative Commons Attribution 4.0 International,colon,Xenium v1,RNA,adenocarcinoma,,,https://10xgenomics.com/datasets/human-colon-preview-data-xenium-human-colon-gene-expression-panel-1-standard,,,,,,,,,,,,,,,,,,,Custom Add-on,425.0,100.0,587115.0,95.0,60177827.6,49978019.1,rCFAhy5ZgSSLzxxk0000,10zm9,2025-05-12 22:07:05.637135+00:00,"Human Colon Data (Cancer, Pre-Designed + Add-On Panel)"
10pa3,Whole Mouse Pup Data,Whole Mouse Pup Data,Xenium Mouse Tissue Atlassing,In Situ Gene Expression,Xenium Onboard Analysis v1.6.0,Mouse,Cells,FFPE,H&E,Specimen from Organism,1,1-7 days,Xenium Analyzer,2023-08-18,,Xenium,Creative Commons Attribution 4.0 International,whole organism,Xenium v1,RNA,unknown,,,https://10xgenomics.com/datasets/mouse-pup-preview-data-xenium-mouse-tissue-atlassing-panel-1-standard,,,00009507 mousepup_base_459,,,,,,,,,,,,,,,,Predesigned,379.0,0.0,1355849.0,113.0,191677375.5,146529243.7,dylm1ujnAzcuZXLJ0000,10pa3,2025-05-13 10:30:48.330874+00:00,Whole Mouse Pup Data
107sr,Human,Xenium Human Multi-Tissue and Cancer Panel,Xenium Human Multi-Tissue and Cancer,In Situ Gene Expression,Xenium Onboard Analysis v1.5.0,Human,Cells,FFPE,,Specimen from Organism,1,adult stage,Xenium Analyzer,2023-07-17,Lung Cancer,Xenium,Creative Commons Attribution 4.0 International,lung,Xenium v1,RNA,carcinoma,,,https://10xgenomics.com/datasets/human-lung-cancer-preview-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,,,,,,,,,,,,,,,,,,,Predesigned,377.0,0.0,150365.0,132.0,31485160.1,22709152.4,U0ywKjHgZpyLU4PZ0000,107sr,2025-05-12 22:09:50.006146+00:00,Human (Lung Cancer)
103mf,Human,Xenium Human Multi-Tissue and Cancer Panel,Xenium Human Multi-Tissue and Cancer,In Situ Gene Expression,Xenium Onboard Analysis v1.5.0,Human,Cells,FFPE,,Specimen from Organism,1,adult stage,Xenium Analyzer,2023-07-17,Lymph Node,Xenium,Creative Commons Attribution 4.0 International,lymph node,Xenium v1,RNA,healthy,,,https://10xgenomics.com/datasets/human-lymph-node-preview-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,,,,,,,,,,,,,,,,,,,Predesigned,377.0,0.0,377985.0,45.0,21900901.0,16005567.0,Q3cP0AKHkTeP5Qx60000,103mf,2025-05-12 22:11:16.951821+00:00,Human (Lymph Node)
107yk,Human,Xenium Human Multi-Tissue and Cancer Panel,Xenium Human Multi-Tissue and Cancer,In Situ Gene Expression,Xenium Onboard Analysis v1.5.0,Human,Cells,FFPE,,Specimen from Organism,1,adult stage,Xenium Analyzer,2023-07-17,Pancreas,Xenium,Creative Commons Attribution 4.0 International,pancreas,Xenium v1,RNA,cancer,,,https://10xgenomics.com/datasets/human-pancreas-preview-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,,,,,,,,,,,,,,,,,,,Predesigned,377.0,0.0,103901.0,109.0,16234578.6,13509854.7,2IOw4H0ChPDxYmcr0000,107yk,2025-05-12 22:12:17.374425+00:00,Human (Pancreas)
1063i,Human,Xenium Human Multi-Tissue and Cancer Panel,Xenium Human Multi-Tissue and Cancer,In Situ Gene Expression,Xenium Onboard Analysis v1.5.0,Human,Cells,FFPE,,Specimen from Organism,2,adult stage,Xenium Analyzer,2023-07-17,Non-diseased Kidney,Xenium,Creative Commons Attribution 4.0 International,kidney,Xenium v1,RNA,healthy,,,https://10xgenomics.com/datasets/human-kidney-preview-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,,,,,,,,,,,,,,,,,,,Predesigned,377.0,0.0,97560.0,54.0,24106588.5,17570756.3,RAPhKiDUPkeCBRY50000,1063i,2025-05-12 22:13:10.004744+00:00,Human (Non-diseased Kidney)
10u89,Human,Xenium Human Multi-Tissue and Cancer Panel,Xenium Human Multi-Tissue and Cancer,In Situ Gene Expression,Xenium Onboard Analysis v1.5.0,Human,Cells,FFPE,,Specimen from Organism,2,adult stage,Xenium Analyzer,2023-07-17,Kidney Cancer (PRCC),Xenium,Creative Commons Attribution 4.0 International,kidney,Xenium v1,RNA,papillary renal cell carcinoma,,,https://10xgenomics.com/datasets/human-kidney-preview-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,,,,,,,,,,,,,,,,,,,Predesigned,377.0,0.0,56510.0,57.0,17102908.0,11150642.5,SfFWKH8X1xFx7yH60000,10u89,2025-05-12 22:13:56.633164+00:00,Human (Kidney Cancer (PRCC))
10hhx,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,Xenium Mouse Brain + Add-on,In Situ Gene Expression,Xenium Onboard Analysis v1.4.0,Mouse,unknown,FFPE,IF,Specimen from Organism,6,unknown,Xenium Analyzer,2023-07-13,TgCRND8 17.9 months,Xenium,Creative Commons Attribution 4.0 International,brain,Xenium v1,RNA,Alzheimer's-like pathology,,,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,,,T0222-721 S3,,,,,,,,,,,,,,,,Custom Add-on,347.0,99.0,62268.0,181.0,34957463.8,20104702.0,KqPzNb6f7clFCLGw0000,10hhx,2025-05-13 10:37:36.242227+00:00,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model (TgCRND8 17.9 months)
10kyp,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,Xenium Mouse Brain + Add-on,In Situ Gene Expression,Xenium Onboard Analysis v1.4.0,Mouse,unknown,FFPE,IF,Specimen from Organism,6,unknown,Xenium Analyzer,2023-07-13,TgCRND8 2.5 months,Xenium,Creative Commons Attribution 4.0 International,brain,Xenium v1,RNA,Alzheimer's-like pathology,,,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,,,T0222-696 S1,,,,,,,,,,,,,,,,Custom Add-on,347.0,99.0,53913.0,224.0,26497268.1,16765309.7,zyHhX1mjsVshg5yT0000,10kyp,2025-05-13 10:39:14.173799+00:00,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model (TgCRND8 2.5 months)
10fpp,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,Xenium Mouse Brain + Add-on,In Situ Gene Expression,Xenium Onboard Analysis v1.4.0,Mouse,unknown,FFPE,IF,Specimen from Organism,6,unknown,Xenium Analyzer,2023-07-13,TgCRND8 5.7 months,Xenium,Creative Commons Attribution 4.0 International,brain,Xenium v1,RNA,Alzheimer's-like pathology,,,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,,,T0222-696 S1,,,,,,,,,,,,,,,,Custom Add-on,347.0,99.0,58682.0,175.0,26501638.3,18499149.0,TaVEN66Q779WeVuv0000,10fpp,2025-05-13 10:40:55.593942+00:00,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model (TgCRND8 5.7 months)
106ws,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,Xenium Mouse Brain + Add-on,In Situ Gene Expression,Xenium Onboard Analysis v1.4.0,Mouse,unknown,FFPE,IF,Specimen from Organism,6,unknown,Xenium Analyzer,2023-07-13,Wild type 13.4 months,Xenium,Creative Commons Attribution 4.0 International,brain,Xenium v1,RNA,healthy,,,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,,,T0222-721 S3,,,,,,,,,,,,,,,,Custom Add-on,347.0,99.0,59935.0,187.0,34957257.5,20007165.6,eaCWUAfpiX2EWscE0000,106ws,2025-05-13 10:42:37.113355+00:00,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model (Wild type 13.4 months)
10xa2,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,Xenium Mouse Brain + Add-on,In Situ Gene Expression,Xenium Onboard Analysis v1.4.0,Mouse,unknown,FFPE,IF,Specimen from Organism,6,unknown,Xenium Analyzer,2023-07-13,Wild type 2.5 months,Xenium,Creative Commons Attribution 4.0 International,brain,Xenium v1,RNA,healthy,,,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,,,T0222-696 S1,,,,,,,,,,,,,,,,Custom Add-on,347.0,99.0,58231.0,242.0,26482646.5,18691560.0,jmESliF63IWNuHVP0000,10xa2,2025-05-13 10:44:08.986470+00:00,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model (Wild type 2.5 months)
